CustomerID,Recency,Frequency,Monetary,TotalItems,UniqueProducts,AverageOrderValue,CustomerLifetime,AverageDaysBetweenPurchases,Churn,ChurnProbability,ChurnPrediction,RiskLevel,PurchaseFrequencyPerYear,EstimatedCLV,ValueLevel,RiskValueSegment,RecommendedAction
12388.0,57,4,1668.3400000000001,760,50,417.08500000000004,178,59.0,0,0.32268423646270245,0,LOW,8.202247191011237,3421.034269662922,High Value,VIP Loyal,Loyalty program
12393.0,155,3,1061.1000000000001,522,33,353.70000000000005,86,43.0,0,0.5536148302600908,1,MEDIUM,12.732558139534884,4503.505813953489,High Value,Priority Retain,Priority retention offer
12394.0,126,1,381.08,182,21,381.08,0,0.0,0,0.6635186379299113,1,MEDIUM,1.0,381.08,Low Value,Automated Campaign,Low-cost automated campaign
12395.0,21,8,1899.57,1629,65,237.44625,258,36.0,0,0.12227284877917183,0,LOW,11.317829457364342,2687.376162790698,High Value,VIP Loyal,Loyalty program
12397.0,44,1,1214.81,704,70,1214.81,0,0.0,0,0.5308921232244375,1,MEDIUM,1.0,1214.81,Low Value,Automated Campaign,Low-cost automated campaign
12399.0,28,4,1108.65,1178,47,277.1625,142,47.0,1,0.32717138144871827,0,LOW,10.28169014084507,2849.698943661972,High Value,VIP Loyal,Loyalty program
12401.0,212,1,84.3,11,5,84.3,0,0.0,1,0.7448048215709171,1,HIGH,1.0,84.3,Low Value,Automated Campaign,Low-cost automated campaign
12402.0,232,1,225.6,94,11,225.6,0,0.0,1,0.7541784919650448,1,HIGH,1.0,225.6,Low Value,Automated Campaign,Low-cost automated campaign
12405.0,58,1,1710.39,857,54,1710.39,0,0.0,1,0.6039145848333792,1,MEDIUM,1.0,1710.39,High Value,Priority Retain,Priority retention offer
12406.0,93,1,1621.25,793,48,1621.25,0,0.0,0,0.6419145806491601,1,MEDIUM,1.0,1621.25,High Value,Priority Retain,Priority retention offer
12407.0,43,4,1407.3600000000001,1237,50,351.84000000000003,130,43.0,0,0.33702412303002294,0,LOW,11.230769230769232,3951.433846153847,High Value,VIP Loyal,Loyalty program
12408.0,8,4,2134.0499999999997,1044,67,533.5124999999999,161,53.0,0,0.2587530525113514,0,LOW,9.068322981366459,4838.063664596272,High Value,VIP Loyal,Loyalty program
12409.0,92,1,6207.08,3142,64,6207.08,0,0.0,0,0.8037925450440794,1,HIGH,1.0,6207.08,High Value,Priority Retain,Priority retention offer
12410.0,218,2,693.3299999999999,211,26,346.66499999999996,0,0.0,1,0.6910482930038163,1,MEDIUM,2.0,693.3299999999999,Low Value,Automated Campaign,Low-cost automated campaign
12412.0,47,2,890.74,599,34,445.37,31,31.0,0,0.5336520323301136,1,MEDIUM,23.548387096774196,10487.745161290324,High Value,Priority Retain,Priority retention offer
12413.0,145,2,563.9,205,25,281.95,100,100.0,0,0.646361388618099,1,MEDIUM,7.300000000000001,2058.235,High Value,Priority Retain,Priority retention offer
12414.0,126,3,562.41,300,16,187.47,93,46.0,1,0.5628709593877885,1,MEDIUM,11.774193548387096,2207.308064516129,High Value,Priority Retain,Priority retention offer
12415.0,8,15,102087.88,66781,382,6805.858666666667,238,17.0,0,7.791589988219191e-08,0,LOW,23.00420168067227,156563.34537815128,High Value,VIP Loyal,Loyalty program
12417.0,16,7,2816.52,1229,132,402.36,250,41.0,0,0.0784920479939236,0,LOW,10.22,4112.1192,High Value,VIP Loyal,Loyalty program
12418.0,22,1,668.58,407,34,668.58,0,0.0,1,0.5609588808174206,1,MEDIUM,1.0,668.58,Low Value,Automated Campaign,Low-cost automated campaign
12421.0,24,3,628.56,407,25,209.51999999999998,204,102.0,0,0.40741776960694687,0,MEDIUM,5.367647058823529,1124.6294117647058,Low Value,Automated Campaign,Low-cost automated campaign
12422.0,5,3,803.5600000000001,370,39,267.85333333333335,229,114.0,1,0.351973456394604,0,LOW,4.781659388646289,1280.7834061135375,Low Value,Normal Marketing,Normal marketing
12423.0,10,7,1650.67,1136,86,235.81,252,42.0,0,0.11961865147381832,0,LOW,10.138888888888888,2390.851388888889,High Value,VIP Loyal,Loyalty program
12424.0,72,2,1760.96,740,30,880.48,0,0.0,1,0.5700446657029106,1,MEDIUM,2.0,1760.96,High Value,Priority Retain,Priority retention offer
12426.0,104,1,582.73,258,30,582.73,0,0.0,1,0.6370265280535244,1,MEDIUM,1.0,582.73,Low Value,Automated Campaign,Low-cost automated campaign
12427.0,281,1,303.5,79,10,303.5,0,0.0,0,0.7901335674015839,1,HIGH,1.0,303.5,Low Value,Automated Campaign,Low-cost automated campaign
12428.0,29,8,7548.12,3386,252,943.515,163,23.0,0,0.0228524505736644,0,LOW,17.914110429447852,16902.23190184049,High Value,VIP Loyal,Loyalty program
12429.0,82,3,2844.88,1045,62,948.2933333333334,193,96.0,0,0.3773984053599721,0,LOW,5.6735751295336785,5380.21347150259,High Value,VIP Loyal,Loyalty program
12431.0,28,11,4807.07,2098,134,437.00636363636363,254,25.0,0,0.038209647681566775,0,LOW,15.807086614173228,6907.797440944882,High Value,VIP Loyal,Loyalty program
12432.0,79,3,4016.66,1427,75,1338.8866666666665,1,0.0,0,0.41687651322543506,0,MEDIUM,365.0,488693.6333333333,High Value,Priority Retain,Priority retention offer
12433.0,0,3,6395.23,5431,151,2131.7433333333333,282,141.0,0,0.14136326185576717,0,LOW,3.882978723404255,8277.514007092199,High Value,VIP Loyal,Loyalty program
12434.0,169,1,286.25,77,16,286.25,0,0.0,0,0.7027652733416233,1,HIGH,1.0,286.25,Low Value,Automated Campaign,Low-cost automated campaign
12435.0,177,1,3978.9900000000002,879,19,3978.9900000000002,0,0.0,0,0.8398980010787161,1,HIGH,1.0,3978.9900000000002,High Value,Priority Retain,Priority retention offer
12436.0,9,1,509.01,211,16,509.01,0,0.0,1,0.5802143965561533,1,MEDIUM,1.0,509.01,Low Value,Automated Campaign,Low-cost automated campaign
12437.0,7,11,2811.41,1797,63,255.58272727272725,232,23.0,0,0.08190400819667858,0,LOW,17.30603448275862,4423.12349137931,High Value,VIP Loyal,Loyalty program
12438.0,49,1,890.0699999999999,586,49,890.0699999999999,0,0.0,0,0.5640510947488707,1,MEDIUM,1.0,890.0699999999999,Low Value,Automated Campaign,Low-cost automated campaign
12441.0,276,1,173.55,121,11,173.55,0,0.0,1,0.7807326437347328,1,HIGH,1.0,173.55,Low Value,Automated Campaign,Low-cost automated campaign
12444.0,31,2,2627.27,650,96,1313.635,49,49.0,0,0.4070181319517821,0,MEDIUM,14.89795918367347,19570.480612244897,High Value,Priority Retain,Priority retention offer
12447.0,152,1,476.49,190,26,476.49,0,0.0,1,0.6792889364420089,1,MEDIUM,1.0,476.49,Low Value,Automated Campaign,Low-cost automated campaign
12449.0,1,3,2724.58,1029,84,908.1933333333333,95,47.0,0,0.3030368238768372,0,LOW,11.526315789473685,10468.123157894737,High Value,VIP Loyal,Loyalty program
12450.0,65,2,197.88,128,7,98.94,17,17.0,1,0.5991484798383445,1,MEDIUM,42.94117647058823,4248.599999999999,High Value,Priority Retain,Priority retention offer
12451.0,127,2,5307.82,4105,162,2653.91,106,106.0,0,0.38149042158523744,0,LOW,6.886792452830189,18276.927358490568,High Value,VIP Loyal,Loyalty program
12453.0,43,1,707.09,473,43,707.09,0,0.0,1,0.5621871847861821,1,MEDIUM,1.0,707.09,Low Value,Automated Campaign,Low-cost automated campaign
12455.0,37,5,2176.36,1766,67,435.27200000000005,169,42.0,0,0.23367035618753276,0,LOW,10.798816568047338,4700.422485207101,High Value,VIP Loyal,Loyalty program
12456.0,40,2,2265.4,1073,77,1132.7,123,123.0,0,0.46195559790918356,1,MEDIUM,5.934959349593496,6722.528455284552,High Value,Priority Retain,Priority retention offer
12457.0,143,3,1067.25,398,23,355.75,5,2.0,0,0.5956737731600532,1,MEDIUM,219.0,77909.25,High Value,Priority Retain,Priority retention offer
12458.0,194,1,441.92,270,19,441.92,0,0.0,0,0.7225176769533738,1,HIGH,1.0,441.92,Low Value,Automated Campaign,Low-cost automated campaign
12461.0,3,2,826.88,287,35,413.44,60,60.0,1,0.49595591469921146,1,MEDIUM,12.166666666666668,5030.186666666667,High Value,Priority Retain,Priority retention offer
12462.0,212,1,762.11,287,40,762.11,0,0.0,0,0.7124182513010191,1,HIGH,1.0,762.11,Low Value,Automated Campaign,Low-cost automated campaign
12463.0,84,3,985.79,577,51,328.59666666666664,66,33.0,0,0.45748782165063245,1,MEDIUM,16.59090909090909,5451.7174242424235,High Value,Priority Retain,Priority retention offer
12464.0,15,6,780.55,81,6,130.09166666666667,203,40.0,0,0.2894042864028199,0,LOW,10.788177339901477,1403.4519704433496,High Value,VIP Loyal,Loyalty program
12465.0,78,1,440.94,294,26,440.94,0,0.0,0,0.6157620963728578,1,MEDIUM,1.0,440.94,Low Value,Automated Campaign,Low-cost automated campaign
12468.0,97,2,729.5400000000001,366,36,364.77000000000004,128,128.0,1,0.587690708339858,1,MEDIUM,5.703125,2080.3289062500003,High Value,Priority Retain,Priority retention offer
12471.0,16,19,11081.0,4340,108,583.2105263157895,257,14.0,0,0.008440842829335663,0,LOW,26.98443579766537,15737.607003891051,High Value,VIP Loyal,Loyalty program
12472.0,48,5,4927.6,3088,180,985.5200000000001,230,57.0,0,0.07782650287424256,0,LOW,7.934782608695652,7819.88695652174,High Value,VIP Loyal,Loyalty program
12473.0,24,2,1175.75,853,60,587.875,77,77.0,0,0.4653090831471838,1,MEDIUM,9.480519480519481,5573.3603896103905,High Value,Priority Retain,Priority retention offer
12474.0,8,13,4362.06,2798,153,335.54307692307697,231,19.0,0,0.025979753236904102,0,LOW,20.541125541125542,6892.432467532469,High Value,VIP Loyal,Loyalty program
12476.0,50,6,3191.67,1132,91,531.945,220,44.0,0,0.149826088017896,0,LOW,9.954545454545455,5295.270681818182,High Value,VIP Loyal,Loyalty program
12477.0,10,3,8834.03,2518,156,2944.6766666666667,200,100.0,0,0.15839424159997847,0,LOW,5.4750000000000005,16122.104750000002,High Value,VIP Loyal,Loyalty program
12480.0,52,3,2144.95,1096,97,714.9833333333332,192,96.0,0,0.28723432134974397,0,LOW,5.703125000000001,4077.6393229166665,High Value,VIP Loyal,Loyalty program
12481.0,89,8,4085.2599999999998,2351,112,510.65749999999997,186,26.0,0,0.11006835315126116,0,LOW,15.698924731182796,8016.7736559139785,High Value,VIP Loyal,Loyalty program
12483.0,8,6,1624.06,792,38,270.6766666666667,240,48.0,0,0.2019569348046296,0,LOW,9.125,2469.9245833333334,High Value,VIP Loyal,Loyalty program
12484.0,10,4,3658.65,1857,222,914.6625,235,78.0,0,0.06618352091389045,0,LOW,6.212765957446808,5682.5840425531915,High Value,VIP Loyal,Loyalty program
12489.0,245,1,334.93,105,15,334.93,0,0.0,1,0.7607659791226671,1,HIGH,1.0,334.93,Low Value,Automated Campaign,Low-cost automated campaign
12490.0,2,6,3552.59,2010,102,592.0983333333334,236,47.0,0,0.11016816416151583,0,LOW,9.279661016949152,5494.471822033898,High Value,VIP Loyal,Loyalty program
12492.0,14,1,126.39000000000001,69,9,126.39000000000001,0,0.0,0,0.5797926183622322,1,MEDIUM,1.0,126.39000000000001,Low Value,Automated Campaign,Low-cost automated campaign
12493.0,75,2,433.74,207,20,216.87,31,31.0,1,0.5848955959550572,1,MEDIUM,23.548387096774196,5106.93870967742,High Value,Priority Retain,Priority retention offer
12494.0,71,5,868.86,364,42,173.772,204,51.0,0,0.29944674049485775,0,LOW,8.946078431372548,1554.5779411764704,High Value,VIP Loyal,Loyalty program
12500.0,16,6,1773.8400000000001,1270,20,295.64000000000004,227,45.0,0,0.23767533219805526,0,LOW,9.647577092511014,2852.2096916299565,High Value,VIP Loyal,Loyalty program
12501.0,246,1,2169.39,1783,149,2169.39,0,0.0,1,0.5891526562027422,1,MEDIUM,1.0,2169.39,High Value,Priority Retain,Priority retention offer
12502.0,5,5,3723.87,820,102,744.774,214,53.0,1,0.1408463189402672,0,LOW,8.528037383177569,6351.46051401869,High Value,VIP Loyal,Loyalty program
12506.0,142,1,73.5,23,23,73.5,0,0.0,1,0.6580607892100535,1,MEDIUM,1.0,73.5,Low Value,Automated Campaign,Low-cost automated campaign
12507.0,43,3,1304.81,905,19,434.93666666666667,164,82.0,1,0.4500322258244894,1,MEDIUM,6.676829268292683,2903.9978658536584,High Value,Priority Retain,Priority retention offer
12509.0,193,1,176.5,55,7,176.5,0,0.0,1,0.7317879372342183,1,HIGH,1.0,176.5,Low Value,Automated Campaign,Low-cost automated campaign
12510.0,52,2,982.5699999999999,353,29,491.28499999999997,182,182.0,1,0.5738120909161749,1,MEDIUM,4.010989010989011,1970.5387362637362,High Value,Priority Retain,Priority retention offer
12513.0,22,1,612.29,462,35,612.29,0,0.0,1,0.5556149728298924,1,MEDIUM,1.0,612.29,Low Value,Automated Campaign,Low-cost automated campaign
12514.0,176,1,1017.68,440,51,1017.68,0,0.0,1,0.6754173029323524,1,MEDIUM,1.0,1017.68,Low Value,Automated Campaign,Low-cost automated campaign
12515.0,262,1,383.7,131,16,383.7,0,0.0,1,0.7721373940525762,1,HIGH,1.0,383.7,Low Value,Automated Campaign,Low-cost automated campaign
12516.0,90,1,583.2,345,13,583.2,0,0.0,0,0.6593167615749935,1,MEDIUM,1.0,583.2,Low Value,Automated Campaign,Low-cost automated campaign
12517.0,35,2,1521.45,834,173,760.725,63,63.0,0,0.2523636452085584,0,LOW,11.587301587301587,8814.75,High Value,VIP Loyal,Loyalty program
12518.0,19,1,324.83,187,18,324.83,0,0.0,0,0.575110664166726,1,MEDIUM,1.0,324.83,Low Value,Automated Campaign,Low-cost automated campaign
12520.0,51,4,2045.85,1099,104,511.4625,131,43.0,0,0.240667710245256,0,LOW,11.14503816793893,5700.269083969465,High Value,VIP Loyal,Loyalty program
12521.0,52,1,599.68,309,38,599.68,0,0.0,1,0.5757624403060975,1,MEDIUM,1.0,599.68,Low Value,Automated Campaign,Low-cost automated campaign
12523.0,17,7,1017.75,560,49,145.39285714285714,224,37.0,0,0.18133774983555034,0,LOW,11.40625,1658.3872767857142,High Value,VIP Loyal,Loyalty program
12524.0,71,6,3122.48,2290,92,520.4133333333333,171,34.0,0,0.1772984421545925,0,LOW,12.807017543859649,6664.9426900584795,High Value,VIP Loyal,Loyalty program
12526.0,3,1,520.3,318,29,520.3,0,0.0,0,0.5469897070565783,1,MEDIUM,1.0,520.3,Low Value,Automated Campaign,Low-cost automated campaign
12527.0,204,2,284.92,221,15,142.46,30,30.0,0,0.7005155324113496,1,HIGH,24.333333333333336,3466.526666666667,High Value,Priority Retain,Priority retention offer
12528.0,24,4,1287.37,503,46,321.8425,198,66.0,0,0.2984700561656083,0,LOW,7.373737373737374,2373.1820707070706,High Value,VIP Loyal,Loyalty program
12530.0,33,3,1221.65,600,39,407.2166666666667,213,106.0,0,0.38010524629281367,0,LOW,5.140845070422535,2093.43779342723,High Value,VIP Loyal,Loyalty program
12534.0,40,1,1089.18,651,63,1089.18,0,0.0,1,0.5359513436913796,1,MEDIUM,1.0,1089.18,Low Value,Automated Campaign,Low-cost automated campaign
12535.0,1,2,716.35,219,28,358.175,94,94.0,1,0.5136604338455673,1,MEDIUM,7.76595744680851,2781.571808510638,High Value,Priority Retain,Priority retention offer
12539.0,171,3,4517.69,1621,125,1505.8966666666665,71,35.0,0,0.3639553375665712,0,LOW,15.422535211267606,23224.74436619718,High Value,VIP Loyal,Loyalty program
12540.0,1,11,9246.86,4433,207,840.6236363636364,269,26.0,0,0.011529596878139719,0,LOW,14.925650557620818,12546.85464684015,High Value,VIP Loyal,Loyalty program
12541.0,82,2,536.14,419,27,268.07,107,107.0,0,0.5881172966880641,1,MEDIUM,6.822429906542055,1828.8887850467288,High Value,Priority Retain,Priority retention offer
12545.0,169,1,628.15,346,34,628.15,0,0.0,0,0.6842357497071959,1,MEDIUM,1.0,628.15,Low Value,Automated Campaign,Low-cost automated campaign
12547.0,107,2,207.79999999999998,134,7,103.89999999999999,82,82.0,1,0.6446675605671861,1,MEDIUM,8.902439024390244,924.9634146341463,Low Value,Automated Campaign,Low-cost automated campaign
12548.0,75,1,95.19999999999999,49,5,95.19999999999999,0,0.0,1,0.6394929536703756,1,MEDIUM,1.0,95.19999999999999,Low Value,Automated Campaign,Low-cost automated campaign
12551.0,267,1,168.0,100,10,168.0,0,0.0,1,0.7764225913912227,1,HIGH,1.0,168.0,Low Value,Automated Campaign,Low-cost automated campaign
12553.0,19,7,2419.59,1351,81,345.6557142857143,219,36.0,0,0.13245671402959472,0,LOW,11.666666666666668,4032.6500000000005,High Value,VIP Loyal,Loyalty program
12556.0,60,1,308.75,163,60,308.75,0,0.0,0,0.5197863541525042,1,MEDIUM,1.0,308.75,Low Value,Automated Campaign,Low-cost automated campaign
12557.0,67,4,9000.960000000001,3464,15,2250.2400000000002,213,71.0,0,0.3142939850828312,0,LOW,6.854460093896713,15424.180281690142,High Value,VIP Loyal,Loyalty program
12559.0,220,2,561.71,283,21,280.855,8,8.0,1,0.7014497569824889,1,HIGH,91.25,25628.018750000003,High Value,Priority Retain,Priority retention offer
12560.0,21,2,1436.31,820,77,718.155,30,30.0,0,0.4216824641929582,0,MEDIUM,24.333333333333336,17475.105,High Value,Priority Retain,Priority retention offer
12561.0,212,1,238.85,177,16,238.85,0,0.0,1,0.732228711321915,1,HIGH,1.0,238.85,Low Value,Automated Campaign,Low-cost automated campaign
12562.0,36,3,1605.23,776,53,535.0766666666667,71,35.0,0,0.4058515914264577,0,MEDIUM,15.422535211267606,8252.238732394368,High Value,Priority Retain,Priority retention offer
12564.0,170,1,456.9,133,21,456.9,0,0.0,1,0.7019499366649661,1,HIGH,1.0,456.9,Low Value,Automated Campaign,Low-cost automated campaign
12565.0,198,1,145.92,80,9,145.92,0,0.0,1,0.7305487280579317,1,HIGH,1.0,145.92,Low Value,Automated Campaign,Low-cost automated campaign
12567.0,5,9,7849.98,3533,271,872.2199999999999,273,34.0,0,0.010376710885509096,0,LOW,12.032967032967033,10495.394505494505,High Value,VIP Loyal,Loyalty program
12569.0,1,15,2167.68,857,48,144.512,160,11.0,0,0.07609965716562436,0,LOW,34.21875,4945.02,High Value,VIP Loyal,Loyalty program
12571.0,31,1,248.35,197,14,248.35,0,0.0,0,0.5902503169399965,1,MEDIUM,1.0,248.35,Low Value,Automated Campaign,Low-cost automated campaign
12573.0,136,1,160.54000000000002,84,26,160.54000000000002,0,0.0,1,0.6512630223076045,1,MEDIUM,1.0,160.54000000000002,Low Value,Automated Campaign,Low-cost automated campaign
12574.0,225,1,218.45,61,11,218.45,0,0.0,1,0.7491902983420398,1,HIGH,1.0,218.45,Low Value,Automated Campaign,Low-cost automated campaign
12576.0,5,4,936.55,665,54,234.1375,208,69.0,0,0.26739865951421987,0,LOW,7.019230769230769,1643.465144230769,High Value,VIP Loyal,Loyalty program
12577.0,268,1,195.89,134,67,195.89,0,0.0,0,0.6796671402672356,1,MEDIUM,1.0,195.89,Low Value,Automated Campaign,Low-cost automated campaign
12578.0,239,1,1608.66,748,70,1608.66,0,0.0,0,0.7151229793526391,1,HIGH,1.0,1608.66,High Value,Priority Retain,Priority retention offer
12580.0,156,1,415.7,238,24,415.7,0,0.0,1,0.6832943628568463,1,MEDIUM,1.0,415.7,Low Value,Automated Campaign,Low-cost automated campaign
12582.0,148,2,511.36,300,21,255.68,49,49.0,1,0.6489013362021266,1,MEDIUM,14.89795918367347,3809.1102040816327,High Value,Priority Retain,Priority retention offer
12583.0,16,9,4232.21,3463,84,470.24555555555554,267,33.0,0,0.07269153167817485,0,LOW,12.303370786516854,5785.60543071161,High Value,VIP Loyal,Loyalty program
12584.0,36,4,782.59,138,27,195.6475,153,51.0,0,0.3738051301242999,0,LOW,9.542483660130719,1866.963071895425,High Value,VIP Loyal,Loyalty program
12585.0,143,2,2040.1,1279,77,1020.05,117,117.0,1,0.5514625977001507,1,MEDIUM,6.239316239316239,6364.414529914529,High Value,Priority Retain,Priority retention offer
12589.0,54,1,131.5,83,10,131.5,0,0.0,0,0.6130181647674096,1,MEDIUM,1.0,131.5,Low Value,Automated Campaign,Low-cost automated campaign
12590.0,120,2,9864.26,4283,68,4932.13,0,0.0,1,0.6151391546913881,1,MEDIUM,2.0,9864.26,High Value,Priority Retain,Priority retention offer
12591.0,226,1,452.84999999999997,228,26,452.84999999999997,0,0.0,1,0.733985914482423,1,HIGH,1.0,452.84999999999997,Low Value,Automated Campaign,Low-cost automated campaign
12592.0,1,2,437.6,290,11,218.8,121,121.0,1,0.5515550929816243,1,MEDIUM,6.033057851239669,1320.0330578512396,Low Value,Automated Campaign,Low-cost automated campaign
12593.0,18,3,418.09999999999997,206,14,139.36666666666665,110,55.0,1,0.4635415456190883,1,MEDIUM,9.954545454545455,1387.331818181818,High Value,Priority Retain,Priority retention offer
12594.0,30,8,2529.9,1440,46,316.2375,201,28.0,0,0.16274756480110583,0,LOW,14.527363184079602,4594.0970149253735,High Value,VIP Loyal,Loyalty program
12596.0,151,1,269.95,156,15,269.95,0,0.0,0,0.6898027207242271,1,MEDIUM,1.0,269.95,Low Value,Automated Campaign,Low-cost automated campaign
12597.0,92,2,1428.81,675,72,714.405,85,85.0,0,0.5056097212964885,1,MEDIUM,8.588235294117647,6135.478235294117,High Value,Priority Retain,Priority retention offer
12598.0,71,4,1584.3799999999999,971,45,396.09499999999997,122,40.0,0,0.3735887929308751,0,LOW,11.967213114754097,4740.153278688524,High Value,VIP Loyal,Loyalty program
12599.0,36,6,857.04,749,25,142.84,177,35.0,0,0.28396220104878583,0,LOW,12.372881355932202,1767.342372881356,High Value,VIP Loyal,Loyalty program
12600.0,22,8,1936.5600000000002,544,26,242.07000000000002,258,36.0,0,0.16594023329830201,0,LOW,11.317829457364342,2739.7069767441862,High Value,VIP Loyal,Loyalty program
12601.0,99,5,577.0600000000001,245,21,115.412,142,35.0,1,0.4059118387617943,0,MEDIUM,12.852112676056338,1483.288028169014,High Value,Priority Retain,Priority retention offer
12604.0,171,1,178.5,137,10,178.5,0,0.0,0,0.7102361024813288,1,HIGH,1.0,178.5,Low Value,Automated Campaign,Low-cost automated campaign
12609.0,95,2,800.73,518,42,400.365,132,132.0,0,0.5740602944705219,1,MEDIUM,5.53030303030303,2214.139772727273,High Value,Priority Retain,Priority retention offer
12610.0,15,2,1256.25,625,68,628.125,19,19.0,0,0.4324962457032573,0,MEDIUM,38.421052631578945,24133.223684210527,High Value,Priority Retain,Priority retention offer
12613.0,107,4,1462.52,759,65,365.63,64,21.0,0,0.3969015607863263,0,LOW,22.8125,8340.934375,High Value,VIP Loyal,Loyalty program
12614.0,187,1,315.6,76,20,315.6,0,0.0,1,0.7104031189597733,1,HIGH,1.0,315.6,Low Value,Automated Campaign,Low-cost automated campaign
12615.0,77,1,634.74,413,31,634.74,0,0.0,0,0.6141351292739939,1,MEDIUM,1.0,634.74,Low Value,Automated Campaign,Low-cost automated campaign
